ids,label
48 7 2 88 6891 16 124 91 2 1 1944 5 6064 3 1 2 5223 1 5 8764 2 1 320 206 5,0
10 297 31 287 3575 3 230 37 657 9 2 63 345 1 2378 37 74 58 1 5501 26 127 165 323 9,0
70 222 734 2 2255 5 2 76 492 1 1 2440 193 2 2154 3 2 9538 5 296 319 112 261 53 1008,1
11 7 2 252 781 23 2 386 5 2 178 5 98 283 175 8 156 22 93 232 2 464 131 1086 18,0
10 42 1564 11 499 566 717 5 50 812 8440 1319 48 4 2765 5 9804 9597 11 16 7 127 244 121 2,0
824 2028 1401 1 27 117 3 1 18 11 1281 206 5 3971 308 10 1312 64 1 1 2571 137 11 487 3,1
5430 8616 313 275 770 2509 1 36 300 4 3268 6 1 9 35 599 6 1 43 1125 101 2 1572 5 43,1
8 236 30 4 3216 617 11 15 4 690 249 1 341 19 2 842 193 414 3 15 2398 9 8 13 78,1
10 51 22 268 33 60 607 142 4 16 2 64 50 112 372 38 2 930 9 2 16 11 47 6 30,0
10 14 6405 18 11 20 15 8 13 4 1023 5 4 3706 411 13 241 208 1026 85 311 62 154 7137 3,0
87 7 8 9 11 251 3 966 79 25 131 928 196 6 103 12 76 928 510 7 1281 272 928 79 39,0
8 299 22 69 8 14 4810 61 3823 576 5335 3599 553 6 1 53 6135 44 110 122 32 3663 13 277 10,1
84 636 44 2 458 5 6679 1 312 2 252 3614 1324 5 31 58 12 292 618 7 137 11 143 30 4,1
10 140 168 6 929 44 11 16 3 44 1 2 9 849 130 9 8 37 21 25 2589 46 21 739 22,0
11 16 7 116 2059 41 1650 6 191 2231 2 16 34 1651 2467 19 8 13 4 348 7030 3 52 9 21,1
2 463 4080 1122 1 1 3 1 1 257 9654 73 124 9 27 1 1 8239 455 253 76 18 29 237 935,1
990 2 932 8771 5 2 289 5 8095 1958 3 3247 2 1177 1 71 4147 38 65 205 1141 34 6304 1369 7321,1
40 25 50 98 3 40 25 78 98 3 95 40 13 1 1642 4 20 37 1276 78 8 169 3035 4 3320,0
2 16 5245 805 3 670 32 7401 2132 5245 13 6040 6791 1 1 2 181 1380 1681 5 1201 220 23 2 3081,1
10 14 886 9 4 510 3658 44 49 5 2 1 1 104 12 6038 68 6 1441 3 10 1197 5080 6 6330,0
174 79 916 8 19 40 14 178 4633 9 2 2122 178 159 2 1 372 23 2 130 1367 2 5277 1260 12,1
8 13 4 875 12 11 415 5 161 299 22 1 15 4 415 5 161 8 47 266 4 1278 20 202 28,1
53 10 14 122 32 347 384 10 587 144 65 1 45 98 3 40 14 1 18 700 1 933 5428 7679 123,1
11 7 29 5 2043 2979 13 934 104 3 8 248 127 28 35 6544 794 55 13 235 284 34 1070 17 332,1
219 11 20 32 2 1 9 1313 118 8 14 804 15 176 5 2 1 13 304 4702 924 10 299 22 67,1
10 1 3067 17 2 76 807 5 11 5568 20 2 64 292 137 10 160 22 949 8 317 18 370 14 656,0
8 14 438 6 30 2 237 2692 16 3 8 14 18 122 157 155 21 59 103 33 59 28 772 6 75,0
11 47 194 6 30 2 419 830 10 138 124 109 8 14 24 64 351 8 14 3034 69 17 4 8748 928,0
10 67 114 11 16 10 739 22 255 463 1062 1 19 10 131 441 2 16 92 67 158 3 10 114 2,1
72 1217 11 20 38 4 1915 439 1 72 71 257 18 52 2921 15 72 28 2393 1217 2 20 57 191 760,0
428 29 5 2 2049 98 10 28 109 18 180 49 58 6290 453 3 3499 112 93 11 4 54 422 3 398,1
8 199 24 28 68 2 191 7176 8138 41 1 5 2097 2763 1851 41 10 121 48 21 120 237 1431 19 7020,1
89 5 31 57 29 17 100 1111 9036 549 24 4810 41 1 19 145 1111 9036 300 11 115 623 2926 59 30,0
10 67 772 6 39 11 20 44 4 770 36 47 2 3937 5 4 170 117 17 4 187 247 46 26 51,0
10 14 32 8760 1 9 6378 15 4 157 289 162 3 2 1433 10 219 95 14 182 279 38 48 10 219,0
29 5 2 252 98 10 138 124 109 112 14 379 193 18 2 357 3 2 1517 88 6 31 102 1234 57,0
2 639 356 7 1353 188 99 3346 3021 19 11 16 70 1012 2 1 2 2233 5 3734 2394 2392 3521 872 2,1
6813 8 1988 10 1844 165 44 2 125 10 68 24 566 159 2 364 71 122 2 338 4 130 118 6813 3,0
154 8 68 2 6735 6 571 2 1410 8525 132 9 4356 1 20 42 15 72 71 377 1393 5 183 39 1752,1
144 2 155 10 138 77 54 74 919 9 2 117 5 11 2292 36 314 142 4 3180 1 915 23 2 178,1
244 36 80 994 6 66 4377 98 666 3 1 48 33 25 168 6 75 260 301 12 10 160 22 103 8,0
108 5 133 76 807 3602 12 2 63 345 47 466 77 3129 12 199 30 37 19 2 1657 5 2 3739 3,1
8 13 67 645 53 50 98 39 11 29 141 8650 19 10 140 1198 10 120 24 695 8 33 143 150 750,1
10 160 22 39 149 1 1087 6 76 329 1 60 4995 19 10 160 22 39 1 459 3 147 10 121 137,0
7010 5805 5814 27 1469 223 5 1805 2244 9877 3 1803 8304 1 3623 19 10 28 1050 3769 2 2865 1 208 82,0
11 7 29 5 148 37 78 8 7 50 104 12 21 211 851 44 19 111 66 1009 4377 104 62 25 4275,0
11 20 3259 1179 199 30 687 3950 9 1271 3 8 7 515 19 8 5845 2319 23 674 12 25 96 659 2,1
441 8 11 47 6 30 2 116 184 487 5 2 1113 13 10 14 32 2 1277 5 61 2012 10 5080 4,1
11 7 2 88 4294 115 23 684 10 268 79 1674 6 106 8 82 33 226 33 143 82 8 47 430 678,0
10 297 7654 2399 17 4 228 5 1 8621 122 716 2 4105 59 30 1 11 6075 208 24 64 2306 2 797,1
10 230 2222 2222 3 1 12 2 1 5 21 821 5806 36 5931 159 69 28 24 361 11 20 4 632 5,1
462 49 1782 213 2505 39 2 5372 701 12 1744 2 962 18 2 5853 8857 2018 8454 1 3 43 4176 11 20,0
46 10 68 297 11 16 53 10 571 738 1286 10 239 59 28 8513 85 2 1 3581 5 61 117 3 199,1
57 513 87 70 1172 27 724 7 11 20 7 4 1976 91 1 370 112 858 365 161 10 81 24 121 137,0
3508 6639 9 2 2917 5 2 71 3860 7 2 172 521 5 838 3 38 2 172 3519 5 4279 485 19 2,1
2 5693 132 7 4 1671 18 489 2 191 214 9 2 2380 2 191 2866 17 4 6846 1 5746 15 2 7598,0
2558 3331 14 29 5 2 88 7001 1 5 258 58 3 11 20 2442 8523 44 87 119 294 67 697 27 503,1
46 10 949 2 20 272 4 228 316 21 51 1725 8 23 5395 11 7 29 5 2 89 98 12 10 391,1
31 5 600 2554 13 98 25 379 23 31 5588 78 496 78 112 78 664 57 325 2 153 13 576 7 629,0
1319 35 479 437 415 5 1 3 4 437 1825 1 738 20 4391 85 29 11 20 1 800 327 6 66 48,1
48 4 84 16 8 13 4 1355 63 44 671 316 382 349 36 2188 56 9 2 4952 472 2 2110 2 349,1
46 10 2019 22 77 921 6 106 11 18 161 1004 10 111 59 28 91 8 509 2 89 157 224 3 60,0
1 6085 207 304 1 1633 1 2624 1 8166 1 583 9737 9709 1 4538 1281 4678 1 2281 788 1 1 1169 135,0
15 192 15 21 141 85 11 16 17 2 1665 12 8 13 24 168 6 3073 100 1278 197 1711 8 13 24,0
10 68 4 78 546 53 10 219 2 687 417 161 8 64 551 4 363 5 135 6 9637 12 11 16 7,0
623 10 51 727 2914 4 171 5 23 256 559 573 3 1 19 48 67 169 11 20 1169 3400 6 106 7,0
4 16 779 17 4 78 471 5 509 2817 1572 1 5 259 2 1710 3540 378 1 414 517 318 7719 3 1892,0
2 89 58 10 219 11 20 10 468 6 39 8 18 37 108 1004 19 10 327 120 24 8 42 467 4,1
10 28 297 49 182 339 104 9 2 509 19 48 2 572 71 33 531 5 53 33 91 11 16 68 2,0
2 197 12 4 20 7 23 263 156 22 4549 12 92 484 7 54 50 2 197 12 4 20 13 484 7,0
10 140 24 4 643 329 2163 341 19 10 14 257 931 6 11 10 14 4253 34 2 1943 3170 1 5 2,0
10 441 2 1611 3238 1297 19 2 63 62 7 24 139 21 51 820 557 14 60 4022 6 820 9 2 16,0
10 391 11 432 8 14 211 1247 23 2 7623 618 371 29 251 10 841 6 366 139 170 18 4 641 3,1
578 10 205 11 263 10 194 8 170 32 5792 10 387 10 103 92 1 3 4 182 613 487 3 6640 1,0
4 3978 470 5 87 347 97 3 131 51 185 4 953 5 5277 1134 3 1 3983 8 56 9 2 413 5,0
1324 1089 47 4 3436 417 3 51 212 428 30 6677 34 8 13 370 1011 82 2 20 7 514 4 9854 7099,0
2 3740 7 29 5 148 879 7276 3352 12 29 7 5559 6 149 23 4 2710 2883 53 40 7 2397 165 323,0
10 138 297 4 171 5 684 9 61 1 155 19 10 138 111 68 37 74 254 1287 101 1287 15 10 68,1
10 86 22 380 87 11 1199 194 23 2 7623 5 2 16 1128 8 13 24 60 4 145 16 8 14 1421,0
89 5 31 11 14 24 4 287 518 16 107 620 712 224 237 58 10 4915 3733 677 22 163 176 5 4,1
2 89 5936 436 44 11 9102 4336 20 7 92 1019 2350 3501 313 2 6731 132 287 155 101 11 55 59 329,0
11 47 194 6 30 2 252 184 16 10 28 124 109 10 391 149 8 155 577 53 8 2709 372 45 23,0
4 50 427 7 274 31 2 642 11 20 47 2 88 3997 130 124 9699 5 44 79 17 177 13 5334 3,1
10 28 42 1791 149 11 16 3 18 69 8 300 2009 6 1430 82 8 7 37 351 3 2 793 7 550,0
10 86 22 391 321 164 575 791 16 15 78 15 11 11 16 44 4 2898 1 36 1 27 424 13 1396,0
11 7 4 861 781 8 1535 2 614 3 653 1221 5 2 1931 125 439 1727 9 814 173 1362 3 53 1087,0
2 4059 1 1585 7 402 45 23 263 1 47 4070 92 1 759 1859 2137 3 7 24 64 4 1 119 813,1
11 14 35 209 2070 9 1 2837 15 70 15 2 448 5508 5 125 136 10 51 22 134 2 326 14 4,1
10 59 201 11 4 1642 46 33 68 12 632 254 14 57 254 32 31 10 2127 1393 5 2 16 44 712,0
971 38 260 2 5940 6747 9 692 471 1 155 1542 2782 83 1758 107 76 1 55 14 971 38 258 1873 1542,1
11 20 7 4 7654 82 4975 1 13 7 2 64 191 399 9 2 869 250 31 5 2 746 152 1066 70,1
3407 7317 2313 374 9 2269 11 3388 985 7 88 849 18 958 3 2 406 3459 2 4701 3 3847 905 70 729,0
2 310 12 244 97 5 1 142 4 3441 676 250 1 2997 16 7 1551 2 463 813 224 5 11 20 25,0
48 51 30 301 5 2 1462 240 5 6842 8429 55 7 1276 795 15 2 6216 1863 4289 8502 34 549 2634 3,1
10 297 11 16 4 363 5 473 577 9 4 388 1790 431 9 1374 8 14 61 237 2085 9 2 679 5399,1
578 1255 4203 23 48 14 2 116 924 2 89 3 825 123 8280 14 4 78 1 83 825 123 405 14 78,1
89 123 10 28 77 4 341 5 2 115 146 53 61 6152 1533 646 804 8 146 9 5557 10 1844 108 183,1
11 7 29 5 148 98 12 10 138 109 37 108 218 12 10 51 3221 88 5 8 49 5 2 425 9,1
2 541 1 6 2 622 93 8 306 39 4 529 184 791 694 19 48 72 75 7 4 113 12 47 1079,0
35 406 8349 903 2018 2719 931 854 270 9 35 1961 4749 1153 5 572 2357 14 29 5 2 89 104 1029 34,0
232 1975 6 342 2 267 11 16 7 444 23 10 140 260 1826 1418 44 2 747 968 10 1844 49 58 577,1
1034 1034 1034 1034 40 25 78 98 3 95 40 25 98 62 25 37 370 12 33 430 1 2997 9 65 1,0
70 1447 11 7 164 1 1 5 911 117 190 2 5144 1 1798 339 112 514 225 57 325 379 447 3 278,0
11 16 14 37 360 10 97 24 3095 6 106 2 374 5 11 16 6 103 12 2 3526 6482 4671 6 66,0
377 4153 34 4 740 5 3276 7 52 422 73 11 20 377 4153 34 4 740 5 3276 7 52 422 73 11,0
10 42 297 8 237 311 3 8 14 84 10 51 66 137 49 1 28 1847 1418 969 8 38 4 5224 341,1
264 7764 1 11 16 5394 54 119 2731 193 85 2 1938 13 5729 4474 9 4 1033 1 3463 15 70 15 85,0
1034 10 299 22 248 48 6 103 5 2 16 24 99 74 5 4 357 20 1 143 30 297 17 4 3598,1
10 219 11 20 53 8 89 372 45 3 1688 8 10 42 219 8 175 8777 155 309 10 163 449 49 5,0
10 138 111 219 2 89 287 19 10 121 33 150 31 128 73 11 1156 8 13 44 49 526 36 2750 4,0
272 72 1 42 28 4 460 279 290 5 1202 3 9063 61 2807 2 64 436 132 10 28 4 1 5 31,0
1361 14 35 726 429 17 4 448 276 683 4 125 3 27 326 25 6136 9 65 2678 4933 34 4 316 8239,1
10 28 211 77 4 643 341 5 6083 117 23 2 897 37 53 10 566 40 14 4 4771 16 541 56 10,1
486 11 20 1 14 4 1187 599 5 2 291 63 5 1141 1 2 64 151 12 14 50 44 2 427 14,0
11 7 164 356 2000 16 26 2444 57 1 144 2 8264 42 31 2 76 7998 2000 98 165 60 271 493 6,1
2 29 36 553 12 7317 2313 7 24 29 5 2 88 619 1341 9 2 471 5 3958 7 239 1146 2 985,1
1154 754 10 111 163 4991 4 1 9172 19 10 28 255 29 108 218 9 61 673 336 17 1 78 9641 251,1
578 10 1046 4 1 711 481 977 2 16 7 370 15 10 14 1048 164 711 18 1 5 1776 6 1609 56,0
53 21 75 126 926 23 4 692 20 21 548 49 440 5 484 3 53 8 271 6 112 365 161 1409 512,0
2018 4 174 5 3755 13 31 408 11 560 1099 5242 5 692 184 2889 188 4 333 3 2 1 5 8 13,1
1 7 2 811 44 2 6680 5 686 117 3 2122 8564 3 92 281 23 4 234 9 2496 3654 9389 1 1,1
10 1785 86 22 39 756 104 19 10 114 11 20 54 74 2 63 7 67 1355 3 2 276 7 54 2325,1
10 441 11 115 19 95 10 86 22 391 124 24 1699 231 26 120 1975 17 1 5 3241 4 491 2064 36,1
147 11 7 356 4 424 5 1776 555 69 44 11 487 617 12 8 13 950 858 360 2620 3 4854 26 83,1
11 384 3410 14 2 953 5 2 289 3726 1288 222 4338 4195 3 2039 1 28 663 23 256 1303 53 33 723,0
1239 559 7 35 406 2526 1333 20 72 150 5685 2674 2 5009 17 2 2747 1813 1103 3 2788 4 464 9 4,0
2 6043 7897 216 6 161 1 9 11 606 3 3878 114 63 2 113 142 15 8 7 47 77 222 159 4,0
835 101 496 11 711 10 66 12 11 9335 7 844 44 2 241 208 3 24 2 213 20 61 1444 10 195,1
351 721 34 2 1546 184 5186 32 227 47 182 50 315 281 3 973 5 2922 4963 3 573 6 5114 2922 523,0
101 321 64 303 5 2 20 9 382 146 9 1 499 10 219 12 8 14 23 1 1244 3 841 6 106,0
101 287 620 9 2 431 2089 2 5305 1383 9711 14 12 65 7 139 1 48 14 749 14 12 2 978 2500,0
239 29 5 2 2332 2628 5 990 4 2535 955 429 9 11 413 2 945 2911 5 2336 17 4 6779 1555 5134,1
86 22 268 31 5 2 1658 812 11 16 5328 423 8 7 7197 91 423 2 573 7 1358 3 423 2 112,1
116 115 232 7849 55 13 67 67 158 43 914 563 1 2 1 911 9285 4690 2 1 85 612 41 2331 93,1
2 89 1592 6 377 123 5 12 1152 12 853 6 1370 7 1 12 21 150 23 8 9 2 89 277 95,1
623 100 20 17 304 7303 7 629 54 50 3 11 1798 3455 2568 8267 5414 304 1 1 4880 9421 2 3876 3,1
29 5 61 1934 104 8 47 266 9962 722 7200 5 1871 2774 1212 1 4052 5 204 4052 5 878 460 648 113,1
260 297 2 89 130 10 1675 2 112 14 37 78 12 8 416 22 872 1173 56 309 4390 3 4797 17 4476,0
1930 5103 86 2128 7 4 976 2443 1484 36 8614 2 5899 5 4 8663 190 336 2 96 26 705 4 3825 3,0
10 516 149 7667 32 2 445 53 12 247 2522 14 375 5 2336 53 55 14 1 10 195 12 14 4 3592,1
101 27 934 16 1 62 412 273 4374 6 11 16 153 600 8044 175 9686 307 9 2 178 5 5372 608 9,1
1920 1 7 34 238 2 252 115 10 28 124 109 8 7 142 4 415 5 4450 3 4359 17 611 1 10,0
10 66 4 171 5 79 449 11 16 6 69 11 14 4 16 91 198 5 496 5893 3 2 385 1272 2,0
10 86 22 121 87 244 97 720 11 16 8 7 37 158 8 551 4 984 328 6 215 56 17 11 793,1
10 441 11 151 2 88 390 151 44 3645 1 7 12 8 1 2935 6 30 9 514 1309 19 47 67 6045,1
1 1 13 2293 1 20 4141 7 4 3691 2905 206 270 9 2 1 6782 1877 730 1 3447 9 1201 1313 39,1
11 7 48 10 661 4 1943 892 882 892 882 16 8 216 57 128 73 3296 4483 9 11 950 50 1335 521,1
727 29 5 61 1934 955 241 104 9 108 801 305 250 634 482 4883 3 195 2658 11 7 4 945 1 5,1
132 13 2 243 5 114 63 12 10 81 368 149 3 650 8 13 18 107 1004 29 8 9747 5 187 79,1
1 3470 15 11 263 14 2736 9 3249 7 44 2 252 481 1203 2460 10 28 109 971 38 4 5875 7714 495,0
92 609 4 174 5012 18 69 6 67 5300 547 188 11 29 19 18 69 1613 5 1 7 29 5 2 184,1
266 7 4460 186 6 30 2 288 794 38 2 8421 34 11 270 5 5927 1200 34 5927 978 12 7 6 134,1
40 28 77 108 98 2018 8604 2 2193 5 62 25 24 50 19 88 32 227 28 4 2872 1442 6 94 1,0
4239 121 8 13 54 209 149 11 303 2 79 562 17 8 25 147 344 3480 8 13 77 4 192 58 232,1
5496 1752 18 2936 3415 270 17 559 559 3 52 559 3 50 5418 5 1036 11 80 24 30 18 173 29 23,0
514 112 514 179 3 687 4150 59 138 77 4 171 128 46 14 270 15 35 204 1859 393 16 48 4 446,0
9 2 3550 5 2 3131 11 4850 5 4 20 17 1831 5684 6 1 47 77 1 17 2 4339 345 2 3131,0
10 516 11 208 19 456 12 2 221 151 14 278 177 34 2 447 5049 5685 18 865 292 33 138 68 6,1
264 99 187 6 391 2 89 804 5 2 208 110 42 4 905 10 309 1035 8668 5 8 23 684 9 2,1
10 697 700 224 101 2 737 91 27 1271 118 27 14 168 19 53 10 219 2 445 869 10 301 435 61,0
2961 64 15 2 112 2133 5 742 191 58 347 1 2779 4489 11 2930 204 487 7 37 375 5 1446 12 29,0
8 13 54 579 6 6647 12 16 4 1053 953 11 673 7 1 18 2 990 1004 2 240 5 2 152 33,1
578 11 199 3073 1034 19 36 67 2102 81 24 46 21 1060 2 1563 9 126 117 446 126 58 23 11 2765,0
272 8 13 42 82 10 28 35 1578 1121 5 1 3 2898 510 19 11 29 194 469 61 2476 1 2 5060,1
8 13 77 4 1 58 232 10 219 11 206 3 10 207 1534 42 87 2771 8 7 10 207 277 11 727,0
46 40 13 29 50 2535 20 11 7 29 5 94 595 1401 1397 23 4 7279 240 15 275 836 1171 1 36,1
35 6544 1278 434 17 49 483 935 135 1 1 409 35 319 240 3 216 49 182 50 146 56 2 225 7,1
10 1035 11 115 4 174 218 53 10 14 187 3 8 14 392 1 61 786 441 8 3 147 9 1 10,1
31 332 25 2403 553 2 2185 5 2 569 33 150 1493 1318 19 8 156 22 237 729 11 228 5 1 6,1
10 1349 39 149 3140 1 13 104 261 53 26 7 871 6 141 4563 17 27 1 256 1344 39 9 7266 1,0
5805 2839 32 27 116 15 2052 2869 5 2 1201 1022 1380 906 2005 1 3533 3 1 932 8088 1 6 27 84,1
330 6 106 11 53 10 14 54 119 95 330 6 106 61 3368 147 10 106 2 4663 10 114 11 1174 9507,1
11 7 4 417 9 1671 5 4 16 8 13 4 3202 12 2667 1 6 49 1141 3604 3 2 374 30 4512,0
46 21 150 4 192 58 341 5 2 770 3 21 9930 53 21 566 33 71 235 164 208 374 753 8 52,1
10 28 109 11 16 3 9 31 1151 14 180 657 3 9 61 673 11 16 1535 482 10 2022 160 22 478,0
18 4 57 325 16 11 151 3820 10 86 22 121 46 848 13 2180 39 8 19 72 71 1061 31 2 96,1
11 1 1 1 206 7 116 2026 18 2018 4 187 3736 1829 1366 38 9012 17 27 234 13 1 8856 495 9,1
209 1127 12 42 156 22 93 8 10 297 2 221 16 19 68 6 342 821 774 6 167 45 48 2499 1,0
2 5670 4084 7 4 191 256 2210 18 2 2932 561 15 2 922 1238 33 71 4 532 5 692 1 36 5127,1
89 123 10 140 24 132 6 806 11 16 10 167 8 460 726 9 2661 5 2 339 354 484 2 112 1,0
137 9559 1 29 5 1 338 685 408 14 9 11 16 9 203 43 1 2 50 9815 3 2 356 1 7,1
1 4 117 9 671 9756 7 4 2077 1458 354 12 5814 1314 1216 17 1 4873 8 7 444 23 2 117 5,1
11 16 7 1156 82 45 5 108 1004 8 7 444 23 915 1 13 267 62 7 83 1156 278 69 202 134,0
1210 3636 3 2371 3437 336 17 2039 1 4524 6 93 29 5 2 1669 98 37 238 11 3910 924 528 199 3,1
2043 2979 409 11 420 2132 6104 517 2146 1029 1806 42 2 1874 12 8 731 24 814 15 864 15 6104 13 309,1
84 16 1192 6141 104 1874 1857 11 29 7 57 1503 777 56 2 1024 3 614 200 4 1 5 401 1395 144,1
19 24 99 2885 3 24 99 1 1 2659 5984 2 170 1422 151 42 198 84 1636 3 4 7139 574 2031 45,1
24 108 79 991 1 28 68 35 1450 6 430 1067 17 1 1 13 520 1 26 13 54 1054 9 1 18,0
4 7061 20 1872 9 233 5669 6 92 2893 8 7 517 34 4886 5021 23 2 1 2 241 20 325 273 48,1
11 16 7 2 252 10 138 109 9 2 237 459 155 8 7 1760 87 520 152 39 107 288 102 9 11,0
745 31 21 202 24 185 11 16 623 8 300 396 623 486 19 12 51 22 30 1632 11 2256 3224 1 47,0
164 91 18 241 415 5 2460 11 7 35 2199 5 4 296 16 10 350 2 639 16 9 8 13 1 594,0
199 10 111 28 6 141 6 11 1343 41 1 46 10 189 6 30 3714 2270 62 1857 1 11 1 4430 557,1
1389 1034 89 10 202 134 87 1327 3 1323 8 7 6 167 4 16 17 142 1137 3588 9 8 2717 296 80,0
15 4 639 5 1721 890 13 2 526 47 406 165 9 1105 17 2 1290 2245 1 356 5 2 172 399 48,1
2491 3165 233 7 1710 370 10 387 1 78 642 51 24 1269 87 78 8 7 19 10 229 201 8 4 141,0
2 3973 14 23 5 2 1669 2225 10 28 124 109 9 2 495 933 26 13 67 1 88 5 2 58 26,1
110 4 341 5 879 184 98 10 219 11 9 61 384 1915 3 195 10 59 201 8 4 366 147 12 10,0
10 330 6 39 49 5 2 347 204 8876 5 2 1678 33 68 7930 142 15 1 3 7790 19 10 103 2,0
11 14 29 635 16 3012 3478 1880 35 815 18 11 4 3672 7946 255 34 600 1 5 2 1703 5107 2063 3,1
11 427 1737 69 5 4 1 52 427 38 7602 439 2 5833 1 1802 23 2 1660 26 14 4 6196 3 23,0
244 36 47 2294 2 1 5 4562 80 1 17 11 2643 20 13 1938 4 1717 119 410 36 2324 4 958 7,1
2 918 7 520 2 1019 7 1828 154 10 59 138 441 6 28 109 4 119 52 5 5251 1 38 4239 1254,1
11 7 4 411 13 241 208 44 4 1223 4362 36 7 32 2 172 58 387 3 8083 10 416 22 714 61,0
11 7 4 182 70 561 29 37 10 389 22 75 99 839 85 8 2 1137 63 7 44 107 2258 36 167,1
196 7 196 515 33 42 362 6 533 235 98 444 23 4 1127 12 7 192 344 2 89 1 16 14 84,0
11 20 14 2 89 692 1405 16 6 163 4785 2 608 5 2 1110 738 3 1693 899 246 73 110 4 1,1
219 11 20 312 2 1 1 2838 9 6921 10 14 37 1606 3 3032 1541 68 35 479 117 3 29 5 2,1
185 6108 1582 9 49 7844 4091 5242 2 325 44 938 3 21 138 194 139 12 4 174 712 289 162 885 97,0
11 16 7 24 15 78 15 49 134 8 7 1 10 103 8 13 52 726 73 2 213 272 12 13 137,1
8 7 4 875 12 11 208 1505 22 77 1 3 1029 23 384 34 3110 41 49 76 1599 16 333 4392 5,1
1527 1 13 89 20 1514 35 2882 1 1454 287 155 309 6 1 8871 13 52 4130 23 2 1 136 1 1,1
3 4 246 2062 113 345 99 18 2 966 40 7 3809 9 2 511 5 170 5517 3 64 810 4847 51 533,1
110 29 5 2 1 5570 5 61 1 2684 16 1381 11 83 1798 4738 1 3 1 10 230 6781 11 20 38,0
83 561 15 2 191 1 296 2 84 9482 296 7 5672 13 599 32 4 234 20 3 1586 483 298 26 127,1
2 602 5 2 2333 4466 181 4 1 1144 17 4 1126 1134 1518 19 650 48 72 75 7 4 1 17 717,0
11 20 7 29 5 2 116 5 31 58 428 9 2 184 523 2 6056 857 7 1345 2 210 7 42 15,1
9 5553 5 704 251 890 47 607 2 20 704 5007 238 337 5 100 1 724 5 1 3 4372 72 25 1882,1
11 7 412 29 5 2 116 2387 2112 98 124 3 199 30 29 5 2 116 98 124 8 13 194 4 84,1
2 534 236 30 1 46 21 150 65 1 41 4 2326 1 48 10 140 1 7 12 8 229 185 315 2263,0
54 653 1034 272 1785 4 341 5 3532 1829 10 772 6 106 11 4712 10 68 6 4644 8 123 159 2 340,0
11 16 182 74 741 69 10 160 22 28 54 316 1377 18 8 19 10 14 346 1223 1 14 54 158 3,1
9 4 1184 5115 5 5351 6686 10 416 22 167 99 74 44 6 1374 17 114 10 140 248 6686 120 2 20,0
116 5 2 1 7604 3 29 5 61 498 7604 823 11 7 4 823 1494 270 198 101 2 2639 5 2825 2,1
2 115 7 44 107 2285 591 295 2913 110 2 1112 29 47 49 1654 674 23 2 76 535 43 788 6230 47,1
2 345 5 259 7 38 2 1803 13 1 1 80 30 222 23 704 15 8 7 9 1763 6448 261 92 238,1
10 441 149 2 213 1 17 92 1582 5 421 204 7295 1462 793 613 722 918 1 3820 783 3 24 6 748,0
1266 1194 2 1 3 1 5 2 20 1000 34 76 807 10 202 134 12 8 467 6 69 4 20 44 628,1
10 580 3785 17 76 774 12 2 63 345 2764 52 23 2 856 203 2 1223 1527 3 1 1205 102 74 9,1
23 2 3052 5 2 4191 10 207 109 10 426 6 3541 1030 4 1109 119 206 48 10 262 14 4 7696 1355,1
46 21 39 4292 41 2885 4864 106 11 16 264 8 13 158 46 21 86 22 75 2 1843 15 4 725 206,1
10 915 118 40 25 1034 443 774 46 21 51 185 4 582 16 141 66 11 28 35 827 328 3 21 80,1
11 20 7 24 158 8 7 24 422 8 127 24 3073 29 691 340 5 2578 41 1766 873 127 8 475 21,0
2085 7 35 422 16 17 180 49 1096 31 2 152 3 1544 476 9 2147 364 17 2 3371 179 154 29 5443,1
40 51 30 57 1142 5 1034 18 11 16 2 153 1464 181 31 99 3 3526 11 16 9 435 37 108 801,0
46 21 25 330 6 321 4545 8250 9 582 610 142 15 832 9 1 5577 41 1829 9 2 644 3422 10 373,1
1367 5610 6685 3 1 3 1805 3048 11 7 304 2044 13 1669 16 53 26 216 1 17 2 392 3204 728 6,1
11 14 4 84 16 19 8 68 2 252 276 10 103 10 28 124 109 2 152 71 84 3 4508 390 640,1
8 13 859 6 121 118 11 1316 539 168 346 82 10 103 2 436 805 17 2 1219 537 3909 1 1211 47,0
297 11 20 32 4 696 1410 2 3069 1 2007 20 1410 4322 48 4 1275 20 4 579 1 3813 811 44 4,1
154 8 1016 9465 6 76 892 882 20 6536 39 2436 4 719 5180 41 493 3197 5 2 884 243 8303 127 161,1
11 7 29 5 148 5366 10 51 1910 6 4 119 52 73 88 79 15 10 720 3130 28 57 310 87 148,0
87 398 81 21 66 4 20 5 100 243 12 47 4 640 115 17 1 1 13 237 789 7 4 1 132,1
89 5 31 11 16 7 1 224 192 62 798 21 97 106 8 287 218 9 4 3173 3 131 28 993 348,1
2 1738 13 7 4 84 16 10 219 8 343 9 29 311 44 2 1 2539 9 2 528 1738 13 264 2,1
10 103 10 138 109 31 5 2 1 98 147 3 1349 33 150 31 54 339 545 18 2 1 19 11 29,0
89 53 127 11 793 185 277 8 47 6 185 277 101 2 89 16 82 9476 666 1 3 1 47 43 884,0
164 1 8146 356 11 427 571 2 2202 1 157 5346 1245 1 8146 15 1 595 1 15 896 3 2802 1 15,1
11 1 3 9615 2335 999 6 714 165 170 6 35 3502 5193 523 4 7646 464 1 187 1 534 3 1 94,0
